index,nickname,country,city,club,band,daily_cap,schedule,rename_flag,base_skill,consistency,speed_offset,affinities,has_avatar,personality_seed
371,anano natenadidze,GE,Batumi,,B2,2,daytime,yes,0.306,0.655,0.182,georgian_football:0.16 national_teams:0.152 bundesliga:-0.144 world_cup:-0.146 transfers:-0.199 la_liga:-0.053,no,1973404964688682
372,tornik odishidze,GE,Akhaltsikhe,,B2,3,daytime,no,0.292,0.775,0.122,bundesliga:0.089 georgian_football:0.15 la_liga:0.153 champions_league:0.123 serie_a:-0.097 world_cup:-0.171 legends:-0.067,no,111136416877344
373,Shalva Odisheli,GE,Gori,,B1 (bottom),2,evening,yes,0.138,0.356,-0.282,premier_league:0.175 champions_league:0.099 world_cup:-0.194 georgian_football:-0.109 transfers:-0.112,no,4011033922648659
374,emzar japarshvili,GE,Ozurgeti,,B1 (bottom),15,daytime,no,0.098,0.825,0.183,champions_league:0.079 legends:0.1 national_teams:-0.069 la_liga:-0.148 premier_league:-0.132 transfers:-0.13,no,4434718715240906
375,SulkhanS,GE,Tbilisi,,B1 (bottom),2,daytime,no,0.207,0.602,-0.223,world_cup:0.179 premier_league:0.156 champions_league:0.187 national_teams:0.054 la_liga:-0.165 serie_a:-0.175 georgian_football:-0.198,no,1464085569350308
376,Gega14,GE,Batumi,Arsenal FC,B4,2,evening,no,0.687,0.792,0.167,serie_a:0.199 georgian_football:0.138 premier_league:-0.07 bundesliga:-0.082 la_liga:-0.181 world_cup:-0.125,no,3704638340593113
377,kaka,GE,Tbilisi,,B1 (bottom),2,daytime,no,0.096,0.825,-0.05,champions_league:0.081 serie_a:0.178 la_liga:0.199 bundesliga:0.085 georgian_football:-0.108 premier_league:-0.186 legends:-0.092 transfers:-0.157,no,4183189870516985
378,Bachana Vashalshvili,GE,Tbilisi,,B2,2,evening,no,0.307,0.782,0.18,national_teams:0.152 georgian_football:0.148 serie_a:0.125 premier_league:-0.148 la_liga:-0.07 legends:-0.093 bundesliga:-0.137,no,3421448911011156
379,Ioseb7,GE,Gori,,B5 (top),2,evening,no,0.828,0.727,-0.22,bundesliga:0.141 la_liga:0.145 legends:0.089 national_teams:-0.192 georgian_football:-0.056 champions_league:-0.116,no,256797604955819
380,jabaz1,GE,Poti,,B2,10,daytime,no,0.4,0.829,0.207,la_liga:0.119 premier_league:0.151 serie_a:-0.146 world_cup:-0.159,no,3041545530857412
381,baller,GE,Akhaltsikhe,,B2,2,evening,no,0.286,0.747,0.026,premier_league:0.135 transfers:0.188 bundesliga:-0.177 legends:-0.089,no,2262726849534489
382,NikushaG,GE,Telavi,,B5 (top),15,evening,no,0.868,0.379,-0.12,national_teams:0.074 world_cup:0.075 serie_a:0.145 bundesliga:0.194 premier_league:-0.098 georgian_football:-0.151,no,482701846117329
383,Mari.goat,GE,Zugdidi,,B2,2,evening,no,0.384,0.451,-0.114,georgian_football:0.065 world_cup:0.163 champions_league:-0.056 premier_league:-0.154 national_teams:-0.116 la_liga:-0.087,no,3571513916534270
384,Merabushka111,GE,Zugdidi,,B1 (bottom),3,daytime,no,0.191,0.614,-0.159,legends:0.123 serie_a:0.151 transfers:-0.193 georgian_football:-0.069,no,2320153777261041
385,Meladzshvili14,GE,Kutaisi,,B5 (top),2,daytime,no,0.814,0.82,-0.09,premier_league:0.069 la_liga:0.146 bundesliga:-0.051 serie_a:-0.066,no,839749800502547
386,MikheilL,GE,Rustavi,,B4,3,night_owl,no,0.618,0.493,0.064,premier_league:0.093 champions_league:0.084 world_cup:-0.092 bundesliga:-0.108 transfers:-0.176,no,3961010064827746
387,Zezvauna,GE,Gori,,B1 (bottom),2,evening,no,0.225,0.707,0.24,national_teams:0.19 georgian_football:0.16 legends:0.117 transfers:0.09 champions_league:-0.133 premier_league:-0.068,no,110235451469549
388,temo bakurshvili,GE,Tbilisi,,B2,2,daytime,no,0.363,0.594,0.295,transfers:0.08 bundesliga:0.138 champions_league:-0.15 serie_a:-0.056 premier_league:-0.146,no,320729322824246
389,Zazaiko,GE,Poti,,B1 (bottom),3,daytime,no,0.083,0.475,-0.091,la_liga:0.171 bundesliga:0.079 legends:-0.058 georgian_football:-0.146 transfers:-0.168 serie_a:-0.06,no,46256143608761
390,Irakayuna,GE,Kutaisi,,B2,10,evening,no,0.27,0.594,0.214,national_teams:0.148 serie_a:0.144 transfers:0.058 premier_league:0.127 georgian_football:-0.098 champions_league:-0.106 bundesliga:-0.105 legends:-0.16,no,846947228873386
391,Shota Ekhvaishvili,GE,Poti,,B4,2,daytime,no,0.611,0.549,0.297,national_teams:0.173 bundesliga:0.152 georgian_football:-0.142 legends:-0.067 la_liga:-0.183 premier_league:-0.137,no,4386828480723938
392,pele,GE,Zugdidi,,B2,2,evening,no,0.281,0.487,-0.012,serie_a:0.189 national_teams:0.192 bundesliga:0.061 world_cup:0.091 transfers:-0.154 georgian_football:-0.111,no,2805794774745751
393,Bacho,GR,Athens,,B5 (top),2,daytime,no,0.774,0.803,-0.22,world_cup:0.119 national_teams:0.084 bundesliga:0.117 premier_league:-0.178 la_liga:-0.142 transfers:-0.09 legends:-0.089,no,1979320259404213
394,ZaalZ,GE,Batumi,,B2,2,evening,yes,0.317,0.732,0.249,la_liga:0.164 bundesliga:0.118 national_teams:0.185 georgian_football:-0.103 transfers:-0.068 champions_league:-0.179,no,1271480457857274
395,TeaG,GE,Rustavi,,B2,2,evening,no,0.349,0.439,0.263,national_teams:0.192 legends:0.141 transfers:0.15 premier_league:0.155 serie_a:-0.119 bundesliga:-0.114,no,4370473678900225
396,Iuri Mamulidze,GE,Telavi,,B1 (bottom),10,evening,no,0.168,0.441,0.225,georgian_football:0.111 legends:0.105 world_cup:-0.182 la_liga:-0.09,no,3198320284826722
397,Elenea,GE,Zugdidi,,B4,10,evening,yes,0.739,0.817,-0.225,legends:0.16 serie_a:0.067 national_teams:0.105 transfers:0.053 georgian_football:-0.192 world_cup:-0.177 la_liga:-0.091 premier_league:-0.11,no,1263260073471691
398,IrakayK09,GE,Akhaltsikhe,,B2,2,evening,no,0.282,0.833,-0.011,champions_league:0.113 georgian_football:0.092 la_liga:0.097 bundesliga:-0.193 national_teams:-0.086 premier_league:-0.17,no,264496672825982
399,Irakli Avalshvili,GE,Gori,,B3,3,morning,yes,0.596,0.643,0.263,georgian_football:0.189 legends:0.161 national_teams:0.172 bundesliga:-0.166 world_cup:-0.089,no,86021524732765
400,EldarA15,GE,Telavi,,B3,2,daytime,no,0.562,0.715,-0.159,transfers:0.073 legends:0.09 champions_league:0.108 bundesliga:-0.169 serie_a:-0.097,no,4097754111807252
401,GuguK14,GE,Zugdidi,,B3,2,evening,no,0.537,0.49,-0.104,legends:0.139 national_teams:0.134 world_cup:0.093 serie_a:0.179 transfers:-0.163 champions_league:-0.065 bundesliga:-0.128 premier_league:-0.148,no,1074546833069310
402,zhvaniani,GE,Telavi,,B1 (bottom),2,daytime,no,0.182,0.842,-0.28,world_cup:0.195 champions_league:0.102 transfers:-0.056 national_teams:-0.09 legends:-0.115,no,4313724254828208
403,jugelshvili,GE,Tbilisi,,B4,2,daytime,no,0.665,0.597,-0.235,national_teams:0.133 georgian_football:0.154 legends:-0.11 serie_a:-0.14 la_liga:-0.184,yes,935364826847212
404,NikolozR,GE,Ozurgeti,,B4,2,evening,no,0.652,0.717,0.28,serie_a:0.087 national_teams:0.084 premier_league:0.158 bundesliga:-0.112 champions_league:-0.09 world_cup:-0.1,no,2577043793115673
405,Vakhoa14,GE,Kutaisi,,B4,2,daytime,no,0.707,0.577,-0.141,legends:0.197 georgian_football:0.2 transfers:-0.195 la_liga:-0.142 bundesliga:-0.174,no,2636426994853567
406,Gigi Ratianidze,GE,Rustavi,,B2,2,evening,no,0.376,0.639,-0.125,georgian_football:0.09 national_teams:0.196 la_liga:0.112 transfers:0.159 premier_league:-0.114 serie_a:-0.176 legends:-0.101 world_cup:-0.059,no,692825718366903
407,besom,GE,Poti,,B1 (bottom),2,evening,yes,0.118,0.59,-0.221,champions_league:0.053 legends:0.108 national_teams:0.177 world_cup:-0.199 la_liga:-0.196 serie_a:-0.061,no,1744461797169077
408,vova tsaguriidze,GE,Poti,,B2,2,evening,yes,0.295,0.378,0.274,georgian_football:0.106 world_cup:0.121 transfers:-0.126 serie_a:-0.13,no,3157920079330982
409,Rezo Chiradidze,GE,Ozurgeti,,B1 (bottom),2,evening,no,0.13,0.459,-0.274,national_teams:0.074 world_cup:0.091 legends:0.198 transfers:0.103 georgian_football:-0.196 bundesliga:-0.1 champions_league:-0.186 serie_a:-0.074,yes,4140050904374777
410,Datuna Ugreliadze,GE,Ozurgeti,,B2,2,evening,no,0.444,0.503,-0.114,national_teams:0.065 champions_league:0.107 premier_league:-0.078 serie_a:-0.08,no,281228815392703
411,Paata Ekhvaishvili,GE,Poti,,B1 (bottom),3,daytime,yes,0.209,0.75,0.072,world_cup:0.13 transfers:0.151 la_liga:0.188 legends:-0.087 premier_league:-0.094,no,3820110124442357
412,Ninoushka,GE,Akhaltsikhe,,B2,10,night_owl,no,0.397,0.532,-0.049,serie_a:0.118 transfers:0.123 legends:-0.14 premier_league:-0.183 la_liga:-0.17 champions_league:-0.159,no,2254215459924017
413,vasot,GE,Poti,,B2,3,daytime,no,0.29,0.611,-0.058,premier_league:0.165 serie_a:0.154 transfers:-0.108 world_cup:-0.058 champions_league:-0.069 la_liga:-0.148,no,1543814417274282
414,datal,GE,Batumi,,B3,10,daytime,no,0.562,0.479,0.186,bundesliga:0.067 champions_league:0.188 premier_league:-0.175 georgian_football:-0.06 serie_a:-0.096,no,1860170665554490
415,TemurK,GE,Telavi,,B3,10,evening,no,0.59,0.582,-0.131,serie_a:0.118 premier_league:0.111 transfers:0.055 champions_league:0.13 bundesliga:-0.101 la_liga:-0.177 legends:-0.11 georgian_football:-0.148,no,3832184201988783
416,neymar,GE,Tbilisi,,B1 (bottom),2,evening,yes,0.095,0.809,-0.192,premier_league:0.139 georgian_football:0.156 champions_league:0.132 serie_a:-0.129 national_teams:-0.177,no,3388816411418086
417,Valeri Vephkhvshvili,GE,Akhaltsikhe,,B3,2,evening,no,0.452,0.638,0.192,georgian_football:0.094 champions_league:0.105 world_cup:0.085 serie_a:0.05 premier_league:-0.147 national_teams:-0.126 bundesliga:-0.075,no,4067094933057459
418,Tsereteliashvili,GE,Rustavi,,B3,3,evening,no,0.494,0.807,-0.158,transfers:0.198 world_cup:0.075 national_teams:-0.197 la_liga:-0.098 legends:-0.186,no,2144292576606962
419,Jano Ratianshvili,GE,Tbilisi,,B2,3,evening,no,0.275,0.372,0.042,la_liga:0.179 transfers:0.137 bundesliga:0.069 champions_league:0.115 national_teams:-0.109 premier_league:-0.17 world_cup:-0.137 serie_a:-0.151,no,809700281212048
420,luka japaradze,GE,Ozurgeti,,B2,2,morning,no,0.423,0.788,-0.217,transfers:0.097 legends:0.058 world_cup:-0.079 national_teams:-0.189,no,2955565589520205
421,Vaso23,ES,Madrid,,B2,2,evening,no,0.432,0.525,-0.095,champions_league:0.097 serie_a:0.13 national_teams:-0.056 bundesliga:-0.11 la_liga:-0.145 transfers:-0.167,no,2214216616081810
422,ramaz,GE,Telavi,,B3,3,evening,no,0.455,0.703,-0.042,legends:0.194 bundesliga:0.052 transfers:0.089 serie_a:0.065 world_cup:-0.063 la_liga:-0.134 georgian_football:-0.14,no,3787815360582453
423,Sulkhanka,GR,Athens,,B3,15,daytime,no,0.539,0.468,-0.163,transfers:0.148 premier_league:0.179 national_teams:0.189 legends:0.051 champions_league:-0.145 georgian_football:-0.07 serie_a:-0.092,no,3829135656601725
424,Jaba Peikrishvili,GE,Akhaltsikhe,,B1 (bottom),10,night_owl,no,0.184,0.361,0.228,georgian_football:0.104 champions_league:0.067 national_teams:-0.081 transfers:-0.062 world_cup:-0.149,no,2155198545845039
425,Vato Samkharshvili,GE,Rustavi,,B3,10,evening,no,0.581,0.617,-0.174,georgian_football:0.128 champions_league:0.093 premier_league:-0.176 transfers:-0.164 serie_a:-0.132,no,1495163606892686
426,Ioseb Sanikadze,GE,Ozurgeti,,B2,3,evening,no,0.449,0.683,0.226,georgian_football:0.167 transfers:0.174 premier_league:-0.062 legends:-0.109 la_liga:-0.091 serie_a:-0.099,no,4369812176110982
427,Otariiko,GR,Thessaloniki,,B3,2,daytime,no,0.563,0.827,-0.11,la_liga:0.186 legends:0.105 world_cup:-0.174 champions_league:-0.197 georgian_football:-0.175 bundesliga:-0.054,no,562394747058132
428,zviad1,GE,Ozurgeti,,B3,3,evening,no,0.599,0.819,0.271,bundesliga:0.139 transfers:0.148 la_liga:0.113 georgian_football:-0.057 champions_league:-0.17 world_cup:-0.093 national_teams:-0.097,no,430598883088827
429,Roin Ubilua,GE,Gori,,B1 (bottom),2,evening,no,0.108,0.394,-0.061,bundesliga:0.188 serie_a:0.195 premier_league:0.122 la_liga:0.1 transfers:-0.179 world_cup:-0.079 champions_league:-0.175,no,2902800265714700
430,TengizB,GE,Akhaltsikhe,,B2,2,morning,no,0.339,0.824,-0.17,premier_league:0.122 world_cup:0.199 legends:0.051 national_teams:-0.103 champions_league:-0.052,no,1806151318724619
431,sandro nadirshvili,GE,Kutaisi,,B4,2,evening,no,0.606,0.762,-0.049,premier_league:0.057 champions_league:0.104 transfers:0.196 legends:0.177 georgian_football:-0.153 la_liga:-0.181 serie_a:-0.187 world_cup:-0.191,no,438605511551831
432,Datuna Khubulidze,GE,Zugdidi,,B4,10,evening,no,0.715,0.368,0.084,georgian_football:0.082 legends:0.058 bundesliga:0.142 champions_league:0.164 world_cup:-0.096 premier_league:-0.195,no,1606706739924598
433,Grigol Abashidze,GE,Telavi,,B3,10,evening,no,0.544,0.762,-0.268,transfers:0.161 serie_a:0.121 bundesliga:0.165 georgian_football:0.077 national_teams:-0.193 legends:-0.17 champions_league:-0.065 world_cup:-0.19,no,2899565998402427
434,Zezva,GE,Tbilisi,,B3,2,morning,yes,0.586,0.474,-0.212,serie_a:0.175 premier_league:0.054 bundesliga:-0.109 legends:-0.125 world_cup:-0.063,no,3637582175581991
435,Tazo,GE,Ozurgeti,,B3,10,evening,no,0.535,0.526,-0.24,premier_league:0.066 georgian_football:0.064 serie_a:0.195 national_teams:0.05 bundesliga:-0.164 legends:-0.174 champions_league:-0.068 la_liga:-0.122,no,816252949590308
436,Gugu,US,New York,,B4,3,evening,no,0.708,0.504,-0.223,legends:0.147 world_cup:0.171 premier_league:-0.151 la_liga:-0.108 transfers:-0.136,no,4418272508743478
437,ElisoB,GE,Tbilisi,,B2,15,evening,no,0.386,0.559,0.046,serie_a:0.073 la_liga:0.056 bundesliga:-0.16 champions_league:-0.087,no,2171475319589402
438,KhatiaL,GE,Akhaltsikhe,,B4,3,daytime,no,0.651,0.557,-0.064,national_teams:0.069 bundesliga:0.178 legends:0.173 serie_a:0.138 transfers:-0.175 premier_league:-0.109,no,2943626553205851
439,KakoB,GE,Zugdidi,,B1 (bottom),15,evening,no,0.117,0.604,-0.048,world_cup:0.166 national_teams:0.165 la_liga:-0.07 champions_league:-0.102,no,1226773664172305
440,Kakiushka,GE,Rustavi,,B2,3,daytime,no,0.331,0.454,0.186,world_cup:0.195 premier_league:0.121 serie_a:0.13 champions_league:-0.103 georgian_football:-0.167,no,1815884509076315
441,nikoloz ugrelishvili,TR,Istanbul,,B2,2,daytime,no,0.421,0.445,0.009,georgian_football:0.161 legends:0.075 bundesliga:-0.188 world_cup:-0.076 national_teams:-0.188 premier_league:-0.131,no,1774621766119081
442,Tazo Chkhikvua,GE,Poti,,B3,2,evening,no,0.538,0.742,-0.151,georgian_football:0.129 champions_league:0.073 bundesliga:0.052 world_cup:0.155 premier_league:-0.152 transfers:-0.065 legends:-0.135,no,1525121084715726
443,gegao,GE,Ozurgeti,,B1 (bottom),3,night_owl,no,0.08,0.379,0.088,national_teams:0.18 premier_league:0.05 legends:0.165 georgian_football:-0.107 bundesliga:-0.096 champions_league:-0.102 serie_a:-0.167,no,785386307654120
444,lukan,GE,Gori,,B4,3,night_owl,no,0.646,0.66,0.086,georgian_football:0.142 transfers:0.191 bundesliga:0.199 national_teams:-0.101 world_cup:-0.197 la_liga:-0.098,no,597119891268065
445,tornikeiko,GE,Gori,,B2,3,daytime,no,0.3,0.669,-0.001,premier_league:0.076 la_liga:0.156 legends:-0.054 transfers:-0.141,no,2714582039990104
446,Lashaiko,TR,Istanbul,,B2,3,evening,yes,0.409,0.672,0.043,georgian_football:0.173 la_liga:0.12 national_teams:0.153 world_cup:0.09 champions_league:-0.086 legends:-0.104,no,2220371392001918
447,Nikoa,GE,Zugdidi,,B3,15,daytime,no,0.51,0.639,0.019,world_cup:0.158 champions_league:0.119 national_teams:0.104 legends:-0.199 transfers:-0.098,no,1543006397807964
448,Mamuka Samkharshvili,GE,Gori,,B2,3,evening,no,0.423,0.767,-0.067,legends:0.161 bundesliga:0.089 transfers:0.082 georgian_football:0.117 national_teams:-0.17 premier_league:-0.13,no,320564169937827
449,lasha,GE,Kutaisi,,B3,2,evening,no,0.484,0.768,-0.125,la_liga:0.088 legends:0.146 georgian_football:0.168 serie_a:-0.116 transfers:-0.193 national_teams:-0.108 world_cup:-0.077,no,2825062831355529
450,TamarK,GE,Telavi,,B5 (top),2,evening,no,0.8,0.544,-0.19,bundesliga:0.107 legends:0.074 transfers:-0.157 champions_league:-0.072 world_cup:-0.073,no,2333120391203603
451,Botchorava,GE,Kutaisi,,B3,3,evening,no,0.485,0.699,0.278,national_teams:0.09 world_cup:0.195 transfers:0.133 la_liga:0.173 champions_league:-0.187 legends:-0.133,no,4177858268145606
452,Gega Dolidzshvili,GE,Rustavi,,B3,2,evening,no,0.465,0.703,-0.146,world_cup:0.146 georgian_football:0.18 la_liga:-0.087 transfers:-0.094,no,3822168219646227
453,ramos,GE,Akhaltsikhe,,B1 (bottom),10,daytime,no,0.135,0.431,-0.074,national_teams:0.115 la_liga:0.189 georgian_football:0.098 champions_league:-0.057 serie_a:-0.075 premier_league:-0.093,no,2101054841355477
454,GioN,GE,Telavi,,B4,15,daytime,no,0.674,0.481,0.128,world_cup:0.179 champions_league:0.058 la_liga:0.183 bundesliga:0.121 national_teams:-0.074 transfers:-0.14,no,711022900343690
455,Valeriiko,GE,Poti,,B5 (top),10,daytime,yes,0.894,0.437,0.204,la_liga:0.098 premier_league:0.065 world_cup:-0.106 champions_league:-0.107,no,3064956019656293
456,Mikaiani,GE,Tbilisi,,B4,2,evening,no,0.663,0.437,-0.041,bundesliga:0.171 champions_league:0.151 transfers:0.103 legends:-0.141 georgian_football:-0.063 premier_league:-0.129 la_liga:-0.156,no,3146769557984230
457,nikoo,GE,Ozurgeti,,B1 (bottom),3,daytime,no,0.204,0.683,0.247,legends:0.145 georgian_football:0.082 la_liga:-0.165 transfers:-0.137,no,532000745462661
458,Gio Odishidze,GE,Kutaisi,,B1 (bottom),2,evening,no,0.078,0.522,-0.237,legends:0.154 serie_a:0.166 georgian_football:-0.168 premier_league:-0.181 champions_league:-0.188,no,3751370435783513
459,ZurikoS,GE,Ozurgeti,,B1 (bottom),10,daytime,no,0.144,0.556,-0.22,national_teams:0.156 serie_a:0.173 premier_league:0.075 world_cup:-0.055 bundesliga:-0.157,no,234284280638307
460,goat842,GE,Kutaisi,,B3,2,evening,no,0.561,0.428,0.167,georgian_football:0.055 bundesliga:0.162 serie_a:-0.12 champions_league:-0.053 premier_league:-0.113 national_teams:-0.114,no,751738326779509
461,ania chkhartshvili,ES,Barcelona,,B4,2,evening,no,0.622,0.564,0.164,world_cup:0.084 la_liga:0.186 transfers:-0.161 national_teams:-0.133 bundesliga:-0.149 legends:-0.162,no,2131598788759950
462,Ilia Rustavadze,GE,Kutaisi,,B4,3,evening,yes,0.739,0.713,-0.133,transfers:0.069 national_teams:0.078 la_liga:0.103 legends:0.064 serie_a:-0.131 bundesliga:-0.092 georgian_football:-0.111,no,652852931964805
463,TakoM,GE,Tbilisi,,B3,3,evening,no,0.594,0.51,0.286,legends:0.179 transfers:0.078 premier_league:0.051 georgian_football:-0.182 world_cup:-0.079 la_liga:-0.112 bundesliga:-0.134,no,807613776012147
464,Natiaushka,GE,Akhaltsikhe,,B3,3,evening,no,0.492,0.587,0.016,premier_league:0.169 la_liga:0.112 champions_league:0.13 legends:-0.156 transfers:-0.155 bundesliga:-0.188,no,3810155658047066
465,ShotaN,GE,Ozurgeti,,B4,10,daytime,no,0.718,0.689,0.015,world_cup:0.191 bundesliga:0.18 georgian_football:0.059 serie_a:0.141 national_teams:-0.103 champions_league:-0.099 la_liga:-0.135,no,494642478264464
466,lekso chkhikviani,GE,Rustavi,,B2,10,daytime,no,0.306,0.356,0.14,world_cup:0.051 georgian_football:0.136 champions_league:-0.135 transfers:-0.193 la_liga:-0.159,no,3069768837491735
467,Keti Jugelidze,GB,Birmingham,,B2,2,morning,no,0.257,0.395,-0.264,premier_league:0.192 transfers:0.119 legends:-0.172 world_cup:-0.169,no,2730826365633216
468,Makoka290,GE,Akhaltsikhe,,B4,2,daytime,no,0.706,0.76,0.142,world_cup:0.084 legends:0.14 la_liga:-0.194 premier_league:-0.154,no,1052727216570644
469,Kakha Bagratidze,GE,Gori,,B2,10,daytime,no,0.353,0.441,-0.179,bundesliga:0.197 world_cup:0.157 legends:-0.134 premier_league:-0.197,no,3422300458865903
470,Vasouna,GE,Poti,,B1 (bottom),2,evening,yes,0.132,0.375,0.14,premier_league:0.169 serie_a:0.102 legends:0.122 national_teams:-0.199 la_liga:-0.15 transfers:-0.18,no,353201876144243
471,Kakhi Tsalugeli,GE,Zugdidi,,B4,2,evening,no,0.738,0.709,0.081,world_cup:0.074 georgian_football:0.131 national_teams:0.118 serie_a:0.08 transfers:-0.074 bundesliga:-0.196 premier_league:-0.176 la_liga:-0.174,no,3965072593473690
472,Badri Iashvili,GE,Kutaisi,,B3,3,daytime,no,0.529,0.697,0.149,la_liga:0.06 world_cup:0.133 national_teams:0.199 premier_league:0.055 champions_league:-0.146 legends:-0.143,no,1669055697379616
473,Sopho Chkhikvadze,GE,Akhaltsikhe,,B5 (top),15,daytime,no,0.832,0.654,-0.27,georgian_football:0.172 premier_league:0.175 legends:0.167 national_teams:0.167 world_cup:-0.091 serie_a:-0.088 champions_league:-0.146 transfers:-0.101,no,4163214720319677
474,cr7,GE,Telavi,,B3,2,morning,no,0.596,0.521,0.273,champions_league:0.11 national_teams:0.119 la_liga:-0.055 legends:-0.17 world_cup:-0.152 transfers:-0.128,no,151059626721696
475,Gubaz Ugulshvili,GE,Tbilisi,,B4,3,evening,no,0.717,0.681,-0.234,premier_league:0.179 serie_a:0.162 legends:0.152 world_cup:-0.102 bundesliga:-0.133 georgian_football:-0.124,no,838832177215206
476,pridona,GE,Akhaltsikhe,,B1 (bottom),2,morning,no,0.088,0.522,-0.147,serie_a:0.154 world_cup:0.1 national_teams:-0.066 la_liga:-0.144 premier_league:-0.112 legends:-0.13,no,2685812156839383
477,irakay maisuradze1,TR,Izmir,,B3,2,evening,no,0.45,0.53,-0.067,transfers:0.084 bundesliga:0.143 la_liga:0.126 champions_league:0.197 national_teams:-0.114 legends:-0.195,no,80329209423499
